Document ID,text_size,Size Classification (Range),Size Classification (Thirds),File Type
3266,3968256.25,Large,Mid,pdf
3267,6206.92,Medium,Lower,pdf
3268,1563715.19,Large,Lower,pdf
3269,21943.67,Medium,Mid,excel
3270,868.01,Small,Mid,excel
3271,424.36,Small,Lower,pdf
3272,694.39,Small,Mid,pdf
3273,25361.97,Medium,Mid,excel
3274,368.62,Small,Lower,pdf
3275,1416540.01,Large,Lower,pdf
3276,145.72,Small,Lower,excel
3277,14397.95,Medium,Lower,pdf
3278,13138.40,Medium,Lower,pdf
3279,17.19,Small,Lower,msg
3280,1864791.96,Large,Lower,excel
3281,745.05,Small,Mid,pdf
3282,751.78,Small,Mid,pdf
3283,759.48,Small,Mid,excel
3284,711.30,Small,Mid,excel
3285,22285.13,Medium,Mid,pdf
3286,747.69,Small,Mid,pdf
3287,1954.07,Medium,Lower,pdf
3288,28729.84,Medium,Mid,excel
3289,229.22,Small,Lower,excel
3290,3508881.92,Large,Mid,pdf
3291,141.10,Small,Lower,pdf
3292,148.94,Small,Lower,pdf
3293,503.52,Small,Mid,pdf
3294,229.66,Small,Lower,excel
3295,285.83,Small,Lower,excel
3296,776.83,Small,Mid,pdf
3297,107.64,Small,Lower,excel
3298,16760.28,Medium,Mid,excel
3299,62.55,Small,Lower,msg
3300,24458.24,Medium,Mid,excel
3301,863.89,Small,Mid,excel
3302,16996.72,Medium,Mid,excel
3303,18111.20,Medium,Mid,excel
3304,832.54,Small,Mid,excel
3305,9029.43,Medium,Lower,excel
3306,28497.59,Medium,Mid,pdf
3307,31.90,Small,Lower,doc
3308,444.79,Small,Lower,pdf
3309,4399208.68,Large,Mid,pdf
3310,811.15,Small,Mid,excel
3311,24009.07,Medium,Mid,excel
3312,219.29,Small,Lower,excel
3313,260.99,Small,Lower,pdf
3314,949.62,Small,Mid,excel
3315,755.57,Small,Mid,pdf
3316,267.57,Small,Lower,excel
3317,3985405.53,Large,Mid,pdf
3318,13205.96,Medium,Lower,excel
3319,771.46,Small,Mid,excel
3320,3538.76,Medium,Lower,pdf
3321,28956.88,Medium,Mid,pdf
3322,872.19,Small,Mid,excel
3323,435.55,Small,Lower,excel
3324,147.54,Small,Lower,pdf
3325,736.83,Small,Mid,excel
3326,823.70,Small,Mid,pdf
3327,7983.31,Medium,Lower,pdf
3328,2142293.50,Large,Lower,excel
3329,1709.72,Medium,Lower,pdf
3330,366.22,Small,Lower,excel
3331,102.41,Small,Lower,excel
3332,332.50,Small,Lower,excel
3333,593.55,Small,Mid,pdf
3334,3307.82,Medium,Lower,excel
3335,455.63,Small,Lower,pdf
3336,695.86,Small,Mid,excel
3337,4936.19,Medium,Lower,pdf
3338,59.52,Small,Lower,msg
3339,323.26,Small,Lower,excel
3340,433839.04,Large,Lower,excel
3341,10.51,Small,Lower,msg
3342,1493557.97,Large,Lower,pdf
3343,9398.02,Medium,Lower,pdf
3344,179.04,Small,Lower,pdf
3345,655.41,Small,Mid,pdf
3346,24806.43,Medium,Mid,excel
3347,919.67,Small,Mid,pdf
3348,22028.17,Medium,Mid,pdf
3349,20852.62,Medium,Mid,pdf
3350,17.36,Small,Lower,doc
3351,363.35,Small,Lower,excel
3352,8432.82,Medium,Lower,pdf
3353,923.39,Small,Mid,pdf
3354,26988.36,Medium,Mid,pdf
3355,29011.20,Medium,Mid,excel
3356,1543280.23,Large,Lower,excel
3357,272.58,Small,Lower,excel
3358,24839.57,Medium,Mid,pdf
3359,4558546.70,Large,Mid,pdf
3360,971.92,Small,Mid,pdf
3361,391.39,Small,Lower,excel
3362,171.22,Small,Lower,pdf
3363,254.97,Small,Lower,pdf
3364,564.52,Small,Mid,pdf
3365,726.77,Small,Mid,pdf
3366,15450.70,Medium,Lower,excel
3367,494.62,Small,Lower,excel
3368,981.21,Small,Mid,excel
3369,174.98,Small,Lower,excel
3370,780.95,Small,Mid,excel
3371,4790072.72,Large,Mid,excel
3372,502.86,Small,Mid,excel
3373,1176551.44,Large,Lower,pdf
3374,573.83,Small,Mid,pdf
3375,1416202.19,Large,Lower,pdf
3376,646.63,Small,Mid,excel
3377,3928903.90,Large,Mid,pdf
3378,710.61,Small,Mid,pdf
3379,90.62,Small,Lower,msg
3380,420.10,Small,Lower,pdf
3381,258.79,Small,Lower,excel
3382,771.78,Small,Mid,pdf
3383,585.15,Small,Mid,excel
3384,122.03,Small,Lower,excel
3385,629.76,Small,Mid,excel
3386,26345.23,Medium,Mid,pdf
3387,11120.44,Medium,Lower,excel
3388,17779.25,Medium,Mid,excel
3389,18717.04,Medium,Mid,pdf
3390,564.04,Small,Mid,pdf
3391,686.75,Small,Mid,excel
3392,869.61,Small,Mid,pdf
3393,23892.49,Medium,Mid,excel
3394,17078.59,Medium,Mid,excel
3395,3127.36,Medium,Lower,pdf
3396,388.78,Small,Lower,excel
3397,677.57,Small,Mid,excel
3398,28460.46,Medium,Mid,pdf
3399,254.40,Small,Lower,pdf
3400,527.96,Small,Mid,pdf
3401,22362.21,Medium,Mid,excel
3402,21164.78,Medium,Mid,pdf
3403,1602475.88,Large,Lower,excel
3404,446.40,Small,Lower,excel
3405,213.73,Small,Lower,pdf
3406,847.29,Small,Mid,pdf
3407,4658785.09,Large,Mid,pdf
3408,468.85,Small,Lower,pdf
3409,670.06,Small,Mid,excel
3410,247.99,Small,Lower,pdf
3411,22311.08,Medium,Mid,excel
3412,37.22,Small,Lower,msg
3413,10709.26,Medium,Lower,pdf
3414,811.80,Small,Mid,pdf
3415,10154.65,Medium,Lower,pdf
3416,570.43,Small,Mid,excel
3417,725.58,Small,Mid,pdf
3418,972.85,Small,Mid,pdf
3419,463.85,Small,Lower,pdf
3420,5777.92,Medium,Lower,pdf
3421,20754.74,Medium,Mid,excel
3422,8610.30,Medium,Lower,pdf
3423,2401675.79,Large,Lower,pdf
3424,837.33,Small,Mid,excel
3425,1786463.92,Large,Lower,excel
3426,15053.70,Medium,Lower,excel
3427,889.62,Small,Mid,pdf
3428,69162.91,Large,Lower,excel
3429,957.04,Small,Mid,pdf
3430,517.53,Small,Mid,pdf
3431,43.31,Small,Lower,msg
3432,40.47,Small,Lower,doc
3433,24654.52,Medium,Mid,pdf
3434,980084.41,Large,Lower,pdf
3435,26114.96,Medium,Mid,excel
3436,21139.11,Medium,Mid,excel
3437,26443.16,Medium,Mid,pdf
3438,24836.36,Medium,Mid,pdf
3439,7664.95,Medium,Lower,excel
3440,129.70,Small,Lower,excel
3441,632.68,Small,Mid,excel
3442,531.38,Small,Mid,excel
3443,2418078.55,Large,Lower,excel
3444,9493.14,Medium,Lower,excel
3445,838.37,Small,Mid,excel
3446,770.68,Small,Mid,pdf
3447,692.40,Small,Mid,excel
3448,19137.13,Medium,Mid,pdf
3449,941.59,Small,Mid,pdf
3450,516.69,Small,Mid,pdf
3451,3043707.04,Large,Mid,pdf
3452,723.95,Small,Mid,excel
3453,4958.70,Medium,Lower,excel
3454,2950922.54,Large,Mid,pdf
3455,463.66,Small,Lower,excel
3456,17019.65,Medium,Mid,pdf
3457,1491134.52,Large,Lower,excel
3458,824.11,Small,Mid,excel
3459,7138.51,Medium,Lower,excel
3460,995.60,Small,Mid,excel
3461,136.03,Small,Lower,excel
3462,468.96,Small,Lower,pdf
3463,918.45,Small,Mid,excel
3464,874.05,Small,Mid,excel
3465,8219.98,Medium,Lower,excel
3466,266.49,Small,Lower,excel
3467,6178.45,Medium,Lower,pdf
3468,765.92,Small,Mid,excel
3469,8513.52,Medium,Lower,pdf
3470,7620.49,Medium,Lower,pdf
3471,179.90,Small,Lower,excel
3472,15583.52,Medium,Mid,excel
3473,720.92,Small,Mid,pdf
3474,664.49,Small,Mid,pdf
3475,243.79,Small,Lower,pdf
3476,733.12,Small,Mid,pdf
3477,676.74,Small,Mid,excel
3478,9188.41,Medium,Lower,excel
3479,685.05,Small,Mid,excel
3480,118.63,Small,Lower,pdf
3481,16108.66,Medium,Mid,excel
3482,9459.88,Medium,Lower,excel
3483,244.47,Small,Lower,pdf
3484,15550.15,Medium,Mid,excel
3485,906.78,Small,Mid,pdf
3486,8419.52,Medium,Lower,pdf
3487,867.79,Small,Mid,excel
3488,215.65,Small,Lower,excel
3489,321.43,Small,Lower,pdf
3490,657.40,Small,Mid,pdf
3491,118.04,Small,Lower,excel
3492,14224.66,Medium,Lower,excel
3493,223.38,Small,Lower,excel
3494,599.57,Small,Mid,pdf
3495,736.20,Small,Mid,pdf
3496,14662.68,Medium,Lower,excel
3497,265.41,Small,Lower,excel
3498,11487.94,Medium,Lower,excel
3499,228.40,Small,Lower,excel
3500,87.38,Small,Lower,doc
3501,549.71,Small,Mid,pdf
3502,910.83,Small,Mid,pdf
3503,757.92,Small,Mid,pdf
3504,21677.09,Medium,Mid,excel
3505,25742.17,Medium,Mid,excel
3506,676.19,Small,Mid,excel
3507,1059.55,Medium,Lower,pdf
3508,2951.86,Medium,Lower,excel
3509,712.06,Small,Mid,excel
3510,482.12,Small,Lower,excel
3511,763.04,Small,Mid,pdf
3512,32.42,Small,Lower,doc
3513,447.46,Small,Lower,excel
3514,541.24,Small,Mid,excel
3515,27499.16,Medium,Mid,pdf
3516,684.87,Small,Mid,pdf
3517,3689613.45,Large,Mid,excel
3518,927.68,Small,Mid,pdf
3519,381.77,Small,Lower,pdf
3520,11099.95,Medium,Lower,pdf
3521,805.35,Small,Mid,excel
3522,296.55,Small,Lower,pdf
3523,6227.57,Medium,Lower,excel
3524,255.00,Small,Lower,pdf
3525,946096.14,Large,Lower,pdf
3526,2625694.71,Large,Mid,excel
3527,827.97,Small,Mid,excel
3528,2400290.70,Large,Lower,excel
3529,1360.49,Medium,Lower,pdf
3530,4505476.21,Large,Mid,pdf
3531,532.32,Small,Mid,excel
3532,370.32,Small,Lower,pdf
3533,808.11,Small,Mid,excel
3534,86.47,Small,Lower,doc
3535,794.94,Small,Mid,pdf
3536,414.64,Small,Lower,excel
3537,769.92,Small,Mid,pdf
3538,489.29,Small,Lower,excel
3539,92.58,Small,Lower,doc
3540,8562.77,Medium,Lower,pdf
3541,585.65,Small,Mid,excel
3542,454.58,Small,Lower,pdf
3543,25020.27,Medium,Mid,excel
3544,333.94,Small,Lower,excel
3545,401.83,Small,Lower,excel
3546,3128165.65,Large,Mid,excel
3547,743.84,Small,Mid,pdf
3548,17087.08,Medium,Mid,pdf
3549,562.11,Small,Mid,pdf
3550,604.25,Small,Mid,pdf
3551,78.77,Small,Lower,msg
3552,2865.09,Medium,Lower,excel
3553,580.57,Small,Mid,excel
3554,1858838.74,Large,Lower,excel
3555,186.09,Small,Lower,pdf
3556,436.81,Small,Lower,excel
3557,26264.97,Medium,Mid,excel
3558,17421.08,Medium,Mid,excel
3559,18271.19,Medium,Mid,pdf
3560,799.08,Small,Mid,pdf
3561,393.23,Small,Lower,excel
3562,25763.03,Medium,Mid,excel
3563,687.24,Small,Mid,pdf
3564,278.50,Small,Lower,pdf
3565,937119.96,Large,Lower,excel
3566,402.39,Small,Lower,excel
3567,370384.10,Large,Lower,pdf
3568,379.18,Small,Lower,pdf
3569,2945.96,Medium,Lower,pdf
3570,655.94,Small,Mid,pdf
3571,991.97,Small,Mid,excel
3572,20876.66,Medium,Mid,excel
3573,21.13,Small,Lower,doc
3574,388.66,Small,Lower,excel
3575,863.21,Small,Mid,pdf
3576,9630.19,Medium,Lower,pdf
3577,373.36,Small,Lower,excel
3578,20572.22,Medium,Mid,pdf
3579,1003246.88,Large,Lower,pdf
3580,901.47,Small,Mid,excel
3581,8553.83,Medium,Lower,excel
3582,3751.79,Medium,Lower,excel
3583,710.88,Small,Mid,excel
3584,25774.20,Medium,Mid,excel
3585,6761.21,Medium,Lower,excel
3586,7890.64,Medium,Lower,excel
3587,973.07,Small,Mid,pdf
3588,292.75,Small,Lower,excel
3589,29155.78,Medium,Mid,excel
3590,678.15,Small,Mid,pdf
3591,680.68,Small,Mid,pdf
3592,720.33,Small,Mid,pdf
3593,66.98,Small,Lower,msg
3594,2813165.34,Large,Mid,excel
3595,952.91,Small,Mid,excel
3596,16383.31,Medium,Mid,excel
3597,142.70,Small,Lower,excel
3598,639.74,Small,Mid,pdf
3599,392.09,Small,Lower,pdf
3600,423.53,Small,Lower,pdf
3601,26271.52,Medium,Mid,pdf
3602,499.16,Small,Lower,excel
3603,468.62,Small,Lower,excel
3604,16180.07,Medium,Mid,excel
3605,696.81,Small,Mid,excel
3606,26265.71,Medium,Mid,pdf
3607,682.73,Small,Mid,pdf
3608,243.83,Small,Lower,excel
3609,95.23,Small,Lower,msg
3610,2147923.56,Large,Lower,excel
3611,1874.23,Medium,Lower,pdf
3612,10175.28,Medium,Lower,pdf
3613,25838.66,Medium,Mid,excel
3614,37.34,Small,Lower,doc
3615,4145279.08,Large,Mid,pdf
3616,853.50,Small,Mid,excel
3617,21078.06,Medium,Mid,excel
3618,843.44,Small,Mid,pdf
3619,14685.27,Medium,Lower,excel
3620,921.97,Small,Mid,pdf
3621,741.99,Small,Mid,pdf
3622,454.87,Small,Lower,pdf
3623,870.16,Small,Mid,pdf
3624,934.10,Small,Mid,pdf
3625,2039958.58,Large,Lower,pdf
3626,124.36,Small,Lower,excel
3627,144.34,Small,Lower,pdf
3628,664.13,Small,Mid,pdf
3629,198.78,Small,Lower,pdf
3630,870.97,Small,Mid,excel
3631,463.04,Small,Lower,pdf
3632,60.13,Small,Lower,msg
3633,32.02,Small,Lower,msg
3634,3258669.89,Large,Mid,pdf
3635,668898.51,Large,Lower,excel
3636,629.72,Small,Mid,pdf
3637,200.42,Small,Lower,pdf
3638,847.61,Small,Mid,excel
3639,3397201.92,Large,Mid,excel
3640,5342.66,Medium,Lower,pdf
3641,16776.84,Medium,Mid,excel
3642,115.28,Small,Lower,excel
3643,443.57,Small,Lower,pdf
3644,16461.33,Medium,Mid,pdf
3645,417.40,Small,Lower,pdf
3646,4406.22,Medium,Lower,pdf
3647,205.48,Small,Lower,excel
3648,118.95,Small,Lower,excel
3649,17966.28,Medium,Mid,pdf
3650,21784.24,Medium,Mid,excel
3651,15627.13,Medium,Mid,excel
3652,96.87,Small,Lower,msg
3653,23638.60,Medium,Mid,pdf
3654,83.07,Small,Lower,doc
3655,252.83,Small,Lower,excel
3656,4335764.28,Large,Mid,excel
3657,20347.30,Medium,Mid,pdf
3658,3612093.31,Large,Mid,pdf
3659,23349.01,Medium,Mid,pdf
3660,9332.64,Medium,Lower,pdf
3661,2354395.01,Large,Lower,excel
3662,22266.70,Medium,Mid,excel
3663,885.35,Small,Mid,excel
3664,122.31,Small,Lower,excel
3665,26632.12,Medium,Mid,pdf
3666,257.88,Small,Lower,pdf
3667,3864304.89,Large,Mid,excel
3668,188.34,Small,Lower,excel
3669,22107.31,Medium,Mid,excel
3670,430.03,Small,Lower,pdf
3671,393.78,Small,Lower,excel
3672,552.25,Small,Mid,pdf
3673,405.48,Small,Lower,excel
3674,29281.42,Medium,Mid,excel
3675,73.33,Small,Lower,doc
3676,24942.35,Medium,Mid,pdf
3677,1.30,Small,Lower,msg
3678,893.77,Small,Mid,excel
3679,8947.18,Medium,Lower,excel
3680,4424.27,Medium,Lower,excel
3681,442.70,Small,Lower,excel
3682,155.01,Small,Lower,pdf
3683,380.37,Small,Lower,pdf
3684,16762.15,Medium,Mid,excel
3685,234.46,Small,Lower,excel
3686,972.83,Small,Mid,excel
3687,183.76,Small,Lower,pdf
3688,408.69,Small,Lower,pdf
3689,579.37,Small,Mid,pdf
3690,29273.29,Medium,Mid,pdf
3691,14341.31,Medium,Lower,excel
3692,9576.98,Medium,Lower,excel
3693,26248.61,Medium,Mid,pdf
3694,14555.64,Medium,Lower,pdf
3695,637.76,Small,Mid,pdf
3696,2126213.24,Large,Lower,pdf
3697,428.73,Small,Lower,pdf
3698,941.36,Small,Mid,pdf
3699,2995969.26,Large,Mid,pdf
3700,3558310.30,Large,Mid,excel
3701,927.54,Small,Mid,excel
3702,987.63,Small,Mid,pdf
3703,69188.49,Large,Lower,pdf
3704,612.23,Small,Mid,excel
3705,5084.03,Medium,Lower,excel
3706,127.92,Small,Lower,pdf
3707,141.93,Small,Lower,pdf
3708,10455.21,Medium,Lower,pdf
3709,979.68,Small,Mid,excel
3710,450.61,Small,Lower,excel
3711,2241853.54,Large,Lower,excel
3712,88.84,Small,Lower,msg
3713,273.92,Small,Lower,excel
3714,437876.13,Large,Lower,pdf
3715,982.82,Small,Mid,pdf
3716,415.57,Small,Lower,pdf
3717,227.10,Small,Lower,pdf
3718,4529.53,Medium,Lower,excel
3719,13559.89,Medium,Lower,excel
3720,916.58,Small,Mid,pdf
3721,384.54,Small,Lower,pdf
3722,67.42,Small,Lower,doc
3723,118.66,Small,Lower,pdf
3724,892.43,Small,Mid,excel
3725,13644.78,Medium,Lower,excel
3726,6738.70,Medium,Lower,excel
3727,765.59,Small,Mid,excel
3728,876.12,Small,Mid,pdf
3729,286.42,Small,Lower,excel
3730,22010.88,Medium,Mid,pdf
3731,94.81,Small,Lower,msg
3732,10501.59,Medium,Lower,excel
3733,300.96,Small,Lower,pdf
3734,9488.12,Medium,Lower,pdf
3735,11783.82,Medium,Lower,excel
3736,128.49,Small,Lower,excel
3737,768.90,Small,Mid,pdf
3738,654.11,Small,Mid,excel
3739,838.54,Small,Mid,excel
3740,28325.20,Medium,Mid,pdf
3741,115.36,Small,Lower,excel
3742,493.63,Small,Lower,pdf
3743,934.13,Small,Mid,excel
3744,721.52,Small,Mid,pdf
3745,3208.00,Medium,Lower,excel
3746,655.42,Small,Mid,pdf
3747,578.34,Small,Mid,pdf
3748,4936391.31,Large,Mid,pdf
3749,693.78,Small,Mid,pdf
3750,139.50,Small,Lower,excel
3751,11939.95,Medium,Lower,pdf
3752,454.99,Small,Lower,excel
3753,987.85,Small,Mid,excel
3754,709.77,Small,Mid,excel
3755,772.63,Small,Mid,pdf
3756,116.79,Small,Lower,pdf
3757,13964.63,Medium,Lower,pdf
3758,36.90,Small,Lower,doc
3759,708796.98,Large,Lower,pdf
3760,275.87,Small,Lower,pdf
3761,338.52,Small,Lower,excel
3762,4459676.83,Large,Mid,pdf
3763,313.92,Small,Lower,excel
3764,25866.72,Medium,Mid,excel
3765,991.75,Small,Mid,pdf
3766,859.13,Small,Mid,pdf
3767,275.40,Small,Lower,excel
3768,76.23,Small,Lower,msg
3769,456.27,Small,Lower,pdf
3770,1364500.07,Large,Lower,pdf
3771,925.64,Small,Mid,excel
3772,1468573.90,Large,Lower,excel
3773,5214.88,Medium,Lower,pdf
3774,3638078.56,Large,Mid,pdf
3775,571.07,Small,Mid,excel
3776,24547.08,Medium,Mid,excel
3777,10757.23,Medium,Lower,pdf
3778,598.24,Small,Mid,pdf
3779,4178072.97,Large,Mid,pdf
3780,25834.13,Medium,Mid,excel
3781,17900.00,Medium,Mid,pdf
3782,23121.04,Medium,Mid,excel
3783,276.54,Small,Lower,excel
3784,510.14,Small,Mid,pdf
3785,5258.16,Medium,Lower,excel
3786,1410404.21,Large,Lower,excel
3787,1656283.05,Large,Lower,pdf
3788,16275.27,Medium,Mid,excel
3789,936.47,Small,Mid,pdf
3790,713.76,Small,Mid,pdf
3791,847291.21,Large,Lower,pdf
3792,73649.77,Large,Lower,excel
3793,22544.77,Medium,Mid,excel
3794,402.00,Small,Lower,excel
3795,6468.60,Medium,Lower,pdf
3796,393.51,Small,Lower,pdf
3797,4006.07,Medium,Lower,pdf
3798,156.74,Small,Lower,pdf
3799,4707445.45,Large,Mid,pdf
3800,121.43,Small,Lower,pdf
3801,17876.46,Medium,Mid,pdf
3802,10968.56,Medium,Lower,pdf
3803,61.98,Small,Lower,msg
3804,811.80,Small,Mid,pdf
3805,450.51,Small,Lower,excel
3806,5441.12,Medium,Lower,pdf
3807,389.78,Small,Lower,pdf
3808,936.23,Small,Mid,pdf
3809,4641710.66,Large,Mid,excel
3810,11973.23,Medium,Lower,excel
3811,994730.93,Large,Lower,pdf
3812,25059.40,Medium,Mid,pdf
3813,897.86,Small,Mid,excel
3814,23921.28,Medium,Mid,pdf
3815,386.70,Small,Lower,excel
3816,766.44,Small,Mid,pdf
3817,469.56,Small,Lower,pdf
3818,4495.94,Medium,Lower,pdf
3819,10.22,Small,Lower,msg
3820,6739.94,Medium,Lower,excel
3821,243.67,Small,Lower,pdf
3822,1948244.74,Large,Lower,excel
3823,8092.00,Medium,Lower,excel
3824,20943.49,Medium,Mid,excel
3825,2439.39,Medium,Lower,pdf
3826,17363.27,Medium,Mid,pdf
3827,2495083.04,Large,Lower,pdf
3828,983.75,Small,Mid,pdf
3829,991.66,Small,Mid,excel
3830,707.90,Small,Mid,excel
3831,953.59,Small,Mid,pdf
3832,225.62,Small,Lower,excel
3833,869.86,Small,Mid,pdf
3834,684.86,Small,Mid,excel
3835,371.20,Small,Lower,excel
3836,96404.73,Large,Lower,pdf
3837,859.76,Small,Mid,pdf
3838,151.47,Small,Lower,excel
3839,298.97,Small,Lower,excel
3840,471.29,Small,Lower,excel
3841,224.53,Small,Lower,pdf
3842,1515808.61,Large,Lower,excel
3843,15747.48,Medium,Mid,excel
3844,20406.74,Medium,Mid,excel
3845,655.72,Small,Mid,excel
3846,768.83,Small,Mid,excel
3847,440.83,Small,Lower,pdf
3848,12926.27,Medium,Lower,pdf
3849,213.84,Small,Lower,pdf
3850,529.48,Small,Mid,excel
3851,699.90,Small,Mid,excel
3852,152.03,Small,Lower,excel
3853,494.47,Small,Lower,excel
3854,866.70,Small,Mid,pdf
3855,23036.27,Medium,Mid,excel
3856,584.92,Small,Mid,excel
3857,4366561.94,Large,Mid,pdf
3858,164.65,Small,Lower,pdf
3859,23.76,Small,Lower,doc
3860,29003.74,Medium,Mid,pdf
3861,4895128.64,Large,Mid,pdf
3862,398.51,Small,Lower,excel
3863,642.12,Small,Mid,excel
3864,4551750.43,Large,Mid,pdf
3865,417.88,Small,Lower,excel
3866,166412.38,Large,Lower,pdf
3867,693.15,Small,Mid,excel
3868,920.54,Small,Mid,excel
3869,2153423.09,Large,Lower,pdf
3870,888.09,Small,Mid,pdf
3871,60.77,Small,Lower,msg
3872,596.22,Small,Mid,excel
3873,843.78,Small,Mid,excel
3874,405.99,Small,Lower,excel
3875,16826.22,Medium,Mid,pdf
3876,22.27,Small,Lower,msg
3877,671.06,Small,Mid,pdf
3878,4974851.74,Large,Mid,excel
3879,467.42,Small,Lower,pdf
3880,619.87,Small,Mid,pdf
3881,604.63,Small,Mid,pdf
3882,29668.58,Medium,Mid,pdf
3883,955.29,Small,Mid,pdf
3884,688.14,Small,Mid,pdf
3885,213.78,Small,Lower,pdf
3886,6630.11,Medium,Lower,pdf
3887,153.30,Small,Lower,pdf
3888,4020868.93,Large,Mid,excel
3889,8517.61,Medium,Lower,pdf
3890,32.66,Small,Lower,msg
3891,100.66,Small,Lower,pdf
3892,842.56,Small,Mid,pdf
3893,8861.07,Medium,Lower,excel
3894,170.29,Small,Lower,pdf
3895,4831187.26,Large,Mid,excel
3896,6630.78,Medium,Lower,pdf
3897,107.94,Small,Lower,pdf
3898,45.44,Small,Lower,msg
3899,20202.24,Medium,Mid,excel
3900,244.79,Small,Lower,excel
3901,514.72,Small,Mid,excel
3902,953.39,Small,Mid,excel
3903,382.99,Small,Lower,pdf
3904,5877.93,Medium,Lower,pdf
3905,202.85,Small,Lower,excel
3906,5372.39,Medium,Lower,pdf
3907,108.70,Small,Lower,pdf
3908,249.75,Small,Lower,excel
3909,29.96,Small,Lower,msg
3910,519.91,Small,Mid,excel
3911,900.87,Small,Mid,excel
3912,90.95,Small,Lower,doc
3913,872.01,Small,Mid,pdf
3914,917.81,Small,Mid,excel
3915,9978.30,Medium,Lower,excel
3916,326.83,Small,Lower,excel
3917,114.74,Small,Lower,excel
3918,310.78,Small,Lower,pdf
3919,207.64,Small,Lower,pdf
3920,19043.17,Medium,Mid,excel
3921,29.16,Small,Lower,msg
3922,949.21,Small,Mid,excel
3923,805.45,Small,Mid,excel
3924,364.31,Small,Lower,pdf
3925,646.22,Small,Mid,pdf
3926,67.06,Small,Lower,doc
3927,704.66,Small,Mid,pdf
3928,728.68,Small,Mid,excel
3929,15528.78,Medium,Mid,excel
3930,888.95,Small,Mid,excel
3931,62.45,Small,Lower,msg
3932,0.77,Small,Lower,doc
3933,9833.40,Medium,Lower,excel
3934,15772.69,Medium,Mid,pdf
3935,708.82,Small,Mid,pdf
3936,698.97,Small,Mid,excel
3937,679709.45,Large,Lower,excel
3938,842.86,Small,Mid,excel
3939,65.05,Small,Lower,msg
3940,943.99,Small,Mid,pdf
3941,17668.47,Medium,Mid,pdf
3942,29037.39,Medium,Mid,pdf
3943,811.21,Small,Mid,excel
3944,7560.50,Medium,Lower,pdf
3945,2637709.74,Large,Mid,pdf
3946,60.18,Small,Lower,msg
3947,23015.57,Medium,Mid,excel
3948,757.39,Small,Mid,pdf
3949,827.39,Small,Mid,excel
3950,6970.80,Medium,Lower,pdf
3951,29980.90,Medium,Mid,pdf
3952,2649114.73,Large,Mid,excel
3953,18649.46,Medium,Mid,excel
3954,71.73,Small,Lower,doc
3955,519.43,Small,Mid,excel
3956,756.32,Small,Mid,pdf
3957,23423.63,Medium,Mid,excel
3958,602.73,Small,Mid,pdf
3959,729.28,Small,Mid,excel
3960,29311.66,Medium,Mid,pdf
3961,25004.42,Medium,Mid,pdf
3962,356.50,Small,Lower,excel
3963,546.21,Small,Mid,excel
3964,984.82,Small,Mid,pdf
3965,880.52,Small,Mid,pdf
3966,7918.60,Medium,Lower,excel
3967,509.57,Small,Mid,excel
3968,884.25,Small,Mid,pdf
3969,927.30,Small,Mid,excel
3970,631.94,Small,Mid,pdf
3971,902.11,Small,Mid,pdf
3972,72.20,Small,Lower,msg
3973,369.61,Small,Lower,excel
3974,783.84,Small,Mid,pdf
3975,120.61,Small,Lower,pdf
3976,88.72,Small,Lower,doc
3977,24194.96,Medium,Mid,excel
3978,24.86,Small,Lower,msg
3979,539.28,Small,Mid,pdf
3980,985.92,Small,Mid,pdf
3981,3745033.80,Large,Mid,pdf
3982,10389.75,Medium,Lower,pdf
3983,953.84,Small,Mid,pdf
3984,3932031.05,Large,Mid,pdf
3985,898.38,Small,Mid,pdf
3986,25294.77,Medium,Mid,excel
3987,168.22,Small,Lower,excel
3988,130.86,Small,Lower,pdf
3989,3401194.43,Large,Mid,pdf
3990,109.97,Small,Lower,excel
3991,504.10,Small,Mid,pdf
3992,629.19,Small,Mid,excel
3993,17126.48,Medium,Mid,excel
3994,27.93,Small,Lower,msg
3995,4189.11,Medium,Lower,pdf
3996,713.60,Small,Mid,excel
3997,15520.86,Medium,Mid,pdf
3998,376.58,Small,Lower,excel
3999,368.58,Small,Lower,excel
4000,494.68,Small,Lower,pdf
4001,463.77,Small,Lower,pdf
4002,27766.29,Medium,Mid,excel
4003,43.58,Small,Lower,doc
4004,69.19,Small,Lower,msg
4005,299.70,Small,Lower,pdf
4006,72950.76,Large,Lower,excel
4007,151.72,Small,Lower,excel
4008,2012136.50,Large,Lower,pdf
4009,71.68,Small,Lower,doc
4010,618.02,Small,Mid,pdf
4011,2955756.71,Large,Mid,pdf
4012,678.17,Small,Mid,pdf
4013,919.83,Small,Mid,pdf
4014,501.80,Small,Mid,pdf
4015,997.10,Small,Mid,excel
4016,719.43,Small,Mid,pdf
4017,696.74,Small,Mid,excel
4018,348757.07,Large,Lower,excel
4019,597.09,Small,Mid,excel
4020,600.11,Small,Mid,pdf
4021,286.12,Small,Lower,pdf
4022,397.90,Small,Lower,pdf
4023,643.40,Small,Mid,excel
4024,376.09,Small,Lower,excel
4025,607.11,Small,Mid,excel
4026,364.05,Small,Lower,excel
4027,712.81,Small,Mid,excel
4028,633.28,Small,Mid,pdf
4029,596.80,Small,Mid,pdf
4030,924.42,Small,Mid,excel
4031,543.33,Small,Mid,pdf
